title,category,price,image,quick_desc,long_desc,additional_info
Camera Petal Shaped Lens Hood,Phantom 3 Accessories,R 75,"https://www.droneworld.co.za/wp-content/uploads/2015/10/petal-1-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/10/petal-2-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/10/949cdd8390cb.jpg",,Product Description Reduce lens flare and the suns effect in your photos and footage by using this Phantom 3 Camera lens hood.  Order yours today.,"Additional Information Special Feature New, Performance Enhancement, Photography, Videography Combo or Accessory Accessories"
Phantom 4 Pro+ Obsidian Edition,Phantom 4 Drones,R 37399,"https://www.droneworld.co.za/wp-content/uploads/2017/09/P4P-OBS-Call-us-tile.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/02/P4-Obs-Crash-Protection-Final.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/09/Phantom-4-Pro-Obsidian-2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/09/Phantom-4-Pro-Obsidian-3-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/09/Phantom-4-Pro-Obsidian-Controller-1.png, https://www.droneworld.co.za/wp-content/uploads/2017/09/Phantom-4-Pro-Obsidian-Controller-2.png, https://www.droneworld.co.za/wp-content/uploads/2017/09/Phantom-4-Pro-Obsidian-Controller-3.png","Please Click Here To Find Out More About Our Drone Insurance An uprated camera is equipped with a 1-inch 20-megapixel sensor capable of shooting 4K/60fps video and Burst Mode stills at 14 fps. The adoption of titanium alloy and magnesium alloy construction increases the rigidity of the airframe and reduces weight, making thePhantom 4 Pro similar in weight to the Phantom 4. The Flight Autonomy system adds dual rear vision sensors and infrared sensing systems for a total of 5-direction of obstacle sensing and 4-direction of obstacle avoidance. The Phantom 4 Pro + comes with a built LCD screen. Click here for more info on our drone crash protection.",Product Description,"Additional Information Special Feature 4K Video, Active Track, Built-In Screen, Collision Avoidance, Photography, Videography Combo or Accessory Drones Drone Name Phantom 4 Pro Camera Type 4K Flight Time 28min Max Speed 20m/s Number of Batteries 1 Range 3km Status New"
"4 in 1 Filter Kit,Neutral Density Filter 4 Circular Polarising lens",Phantom 3 Accessories,R 895,https://www.droneworld.co.za/wp-content/uploads/2015/09/phantom-4-in-1-1-600x500.jpg,"A 4 in 1 kit consisting of an ND4 filter, ND 8 filter , UV and CPL.  All in a handy black carry case.","Product Description The 4 in 1 kit consists of a Neutral Density Filter 4, a Neutral Density Filter 8, a UV lens and a CPL – a Circular Polarising lens. The CPL is a polarizing filter and one of the most essential tools in a photographer or cameramans bag.  It helps reduce the glare from water, glass or any non-metallic surface. It is typically the first filter bought to instantly improve pictures and add vividness and contrast. The UV lens helps to protect the surface of the lens from scratches, smudges, dirt and other hazards. Basically – sunglasses for drones.  The lenses come safely packed in a handy little black case. Sadly we will not sell the filters individually. We know that it it is extremely tight, but the aluminium ring on the edge of the Phantom 3 Advanced/Professional camera does unscrew in order for you to use the filters.","Additional Information Special Feature Filters, New, Performance Enhancement, Photography, Videography Combo or Accessory Accessories"
"6-In-1 Filter Kit, You Will Need This For Professional Photography",Phantom 3 Accessories,R 1495,"https://www.droneworld.co.za/wp-content/uploads/2015/10/phantom-6-in1-2-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/10/Phantom-6-ini-1-1-600x500.jpg","Reduced to Clear. Buy now at a special price. A 6 in 1 kit consisting of an ND 8 filter ,ND 16 filter,ND 32 filter, UV, PL and CPL.  All in a handy black carry case.","Product Description The 6 in 1 kit consists of a Neutral Density Filter 8, a Neutral Density Filter 16, a Neutral Density Filter 32, a UV lens and a CPL – a Circular Polarising lens and a Polarising lens The CPL is a polarizing filter and one of the most essential tools in a photographer or cameraman’s bag.  It helps reduce the glare from water, glass or any non-metallic surface. It is typically the first filter bought to instantly improve pictures and add vividness and contrast. The UV lens helps to protect the surface of the lens from scratches, smudges, dirt and other hazards. Basically – sunglasses for drones.  The lenses come safely packed in a handy little black case. Sadly we will not sell the filters individually. We know that it it is extremely tight, but the aluminium ring on the edge of the Phantom 3 Advanced /Professional camera does unscrew in order for you to use the filters.","Additional Information Special Feature Filters, New, Performance Enhancement, Photography, Videography Combo or Accessory Accessories"
Phantom 3  Aluminium Carry Case,Phantom 3 Deals,R 1195,"https://www.droneworld.co.za/wp-content/uploads/2015/07/Alu-1-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/07/alu-open-600x500.jpg",,"Product Description Protect your investment with this high quality, lockable Aluminium carry case for the DJI Phantom 3. You can leave your propellors on with this case. Featuring a foam padded (3 layer) interior which is cut out specifically to fit the model, it’s transmitter and various accessories such as batteries, camera gimbal etc. The image shows ALL the products that can fit in this case. This price holds only whilst stocks last [Other dealers asking up to R4,395 for the same case] Your Phantom 3 drone Your remote Control & Charger Our new range/signal booster,up to 7 km range [ obviously when flying out side of SA ] Up to 5 batteries Our Windmeter Large Ipad  or mini tablet (with the iPad mini or smaller, You can leave it attached to the remote control, with the sunshield in place, for pull out of the box and and zero set up) Large Ipad Sun Visor [or mini] Phantom 3 car charger phantom 3 mains charger Gimbal guard Propellors [left on] and spare propellors Quick release  Prop guards Droneworld lanyard Lens Cover Variable ND Filter lens Reading [flying] glasses +sun glasses Features: • Durable aluminium construction • Foam padded interior provides excellent protection for your model and accessories • Dual locking latches with keys included Dimension: 57*25*40CM Gross weight: 5kg","Additional Information Special Feature Carry Case/Backpack, New, Safety Combo or Accessory Accessories"
GoPro Hero 5 Black,GoPro Products,R 5800,"https://www.droneworld.co.za/wp-content/uploads/2017/04/HERO5_Black-1245-600x386.png, https://www.droneworld.co.za/wp-content/uploads/2017/04/GoPro-HEro-5-Black-600x386.png",What’s in the box? – GoPro HERO5 Black – The Frame for HERO5 Black – Rechargeable Battery for HERO5 Black – Curved Adhesive Mount – Flat Adhesive Mount – Mounting Buckle – USB Cable,"Product Description Features: – Supports 4K30, 2.7K60, 1080p120 Video – Capture 12MP Photos at 30fps – Ultra Wide Angle Glass Lens – Waterproof to 33′ – Voice Control – Rear Touchscreen – Wi-Fi for Remote Monitoring and Control – Interval Capture for Time Lapse – Linear Video Mode Corrects Distortion – Flat and Curved Adhesive Mounts Included Specifications: Camera – Sensor: 1x 12 Megapixel CMOS Sensor Recording – Recording Media: microSD – Video Format: MP4: 3840 x 2160 / 24 fps / 25 fps / 30 fps, 2704 x 2028 / 25 fps / 30 fps, 2704 x 1520 / 24 fps / 25 fps / 30 fps/ 48 fps / 50 fps / 60 fps, 1920 x 1440p / 24 fps / 25 fps /30 fps/ 48 fps / 50 fps / 60 fps/ 80 fps, 1920 x 1080 / 24 fps / 25 fps / 30 fps/ 48 fps / 50 fps / 60 fps/ 80 fps / 90 fps / 120 fps, 1280 x 960 / 50 fps / 60 fps / 120 fps, 1280 x 720 / 25 fps / 30 fps / 50 fps/ 60 fps / 100 fps / 120 fps/ 240 fps, 854 x 480 / 240 fps – Aspect Ratio: 16:9, 4:3 – Still Image Resolution: RAW: 12 Megapixel, JPEG: 12 Megapixel – Channels: 2.0-Channel Stereo – Audio Format: WAV Display – Display Type: LCD – Touchscreen: Yes – Screen Size: 2″ 2nd Display – Display Type: LCD – Touchscreen: No Exposure Control – Burst Photo: 30 photos / 1 sec Features – Image Stabilization: Digital – Waterproof Depth Rating: 33.0′ / 10.0 m (Camera) – Built-in Mic: Yes – Built-in Speaker: Yes – Wi-Fi: Yes Input/Output Connectors – Inputs: 1x 1/8″ (3.5 mm) Stereo Mini – Outputs: 1x HDMI D (Micro) – Microphone Input: Yes – Headphone Jack: No General – Battery: Rechargeable Lithium-Ion Battery Pack Battery, 1220 mAh – Charging Method: AC Adapter, USB Ruggedized and ready for adventure, the GoPro HERO5 Black action camera can be taken to the skies, over rough terrain, and even underwater without flinching, recording 4K videos and 12MP photos along the way. The sealed rubberized chassis allows the HERO5 Black to be taken to depths of 33′ without the need for an external housing. So whether your escapades take you to the lands of concrete, sand, dirt, snow, or water, the HERO5 Black is prepared to record with a single button press. Once you finished recording, use the touchscreen to playback and even edit your footage right on the camera. It’s hard to speak about the versatility of the HERO5 Black and not mention the mounting possibilities available through the included and separately available accessories. The Frame is included with the HERO5 Black and not only adds another layer of protection, it provides an interface to the world of 3-prong accessories. To get you started, a mounting buckle quick-release for The Frame and two adhesive mounts (one curved and one straight) with quick-releases are included. Other accessories such as handlebar mounts, selfie sticks, suction cups, and dive housings for creative placement of the HERO5 Black are available separately. Not only is it more versatile than previous generation HEROs, it’s also easier to use. A touchscreen graces the rear surface, displaying a revamped user interface, while the front screen combined with the top and side buttons offer a more traditional one-button control experience. If the camera is off, pressing the record button will power it on and immediately start recording. Hands-free control is also possible using the built-in Voice Control feature. Speaking simple voice commands can control various functions inside the camera, including start/stop video recording, photo burst, and more. Quick Features – Photos: Up to 12MP, 30fps burst, time lapse mode, raw file option, Wide Dynamic Range mode – Videos: Up to 30fps in UHD 4K, up to 80fps in 1440p, up to 120fps in 1080p – Waterproof to 33′ – Simple one-button control – Wi-Fi and Bluetooth connectivity – Advanced wind-noise reduction using 3 microphones – Voice control – Digital video stabilization – Rear touchscreen display – Automatic upload to the cloud – Built-in GPS Video Recording Modes Select the desired resolution to fit your project. Record in UHD 4K resolution up to 30fps or switch to lower resolutions such as 1080p and 720p for access to higher frame rates, more FOV (Field Of View) options, and electronic stabilization. In 2.7K widescreen and lower resolutions, for instance, narrower FOV options open up, including Medium, Narrow, and the new Linear mode (only available in 2.7K and 1080p settings), which corrects the lens’s barrel distortion. All video recording modes can be as simple or advanced as you want them to be. If you only want to ensure that a shot is captured, auto-exposure is at your disposal. For those who are shooting less off-the-cuff footage and want complete control, manual control of exposure is also available. Audio for video is recorded using three microphones. In normal conditions, the HERO5 Black will process the audio for a stereo signal. If high winds start affecting the audio, the HERO5 Black can intuit which microphone is picking up the best sound and automatically switch to that microphone in real-time and filter out any excess wind noise. While the audio will only be in mono, you will know that you’re getting the highest possible audio quality. Photo Modes Raw File Option: In addition to standard JPEG capture, the HERO5 Black can also capture raw images in the .GPR format. Raw images offer enthusiasts or professional photographers more flexibility after the photo is taken. Raw images can be processed after-the-fact for higher quality output. WDR Mode: Bridging the gap between JPEG capture and raw, the WDR (Wide Dynamic Range) mode is also available. If the scene has dark shadows and bright highlights, WDR mode will retain better detail in those areas. Burst Mode: Bursts of photos can be taken during high-action sequences to ensure that you capture the moment. The camera’s buffer can fit up to 30 photos from a single burst, and burst durations can be set from six seconds to one second, effectively offering a 30fps burst of 12MP photos. Time Lapse Mode: Record clouds floating by, traffic snaking through cityscapes, or stars and constellations tracing their way across the sky with the time lapse mode. Set your interval from a picture every 1/2 second to every minute for different effects. Wireless and Mobile Device Connectivity Bluetooth and Wi-Fi connectivity enable the HERO5 Black to interface with mobile devices and wireless accessories. Free apps from GoPro, CAPTURE and QUIK fully integrate the functionality of your HERO5 Black with your mobile device. CAPTURE offers live preview, playback, and full camera control over Wi-Fi. QUIK is a quick editing platform for easy trimming and sharing of your recorded videos.",
Range Booster For Phantom 3 Pro / Advanced / 4 / Inspire,Phantom 3 Accessories,R 195,"https://www.droneworld.co.za/wp-content/uploads/2015/11/Range-extender-45-large-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/11/Range-extenders-back-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/11/Range-extenders-standalone-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2015/11/6.6km-e1463121035496-600x450.jpg","In stock – same-day shipment This antenna booster system will increase the range and signal quality of your Phantom 3  [Advanced or Pro], Phantom 4 or Inspire 1. Get a strong signal when flying behind trees and bushes.We also believe that it helps stop unwanted interference from other sources. Not compatible with the Phantom 3 Standard","Product Description This antenna system has proven to have a large effect on the range of the Phantom 3 and 4, as show in the picture below which was taken overseas, and is a must have with our drones.","Additional Information Special Feature New, Performance Enhancement, Range Extenders Combo or Accessory Accessories"
Small Sun Shield (iPhone Size),Phantom 3 Accessories,R 50,"https://www.droneworld.co.za/wp-content/uploads/2016/01/sss-45-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/sss-front-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/sss-side-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/sss-back-600x500.jpg",Fits most phones up to 5.5″.,Product Description SMALL SUN SHIELD (IPHONE OR SIMILAR),"Additional Information Special Feature New, Performance Enhancement Combo or Accessory Accessories"
Inspire 2 – Remote Controller,Inspire Accessories,R 7995,"https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Remote-1-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Remote-2-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Remote-3-600x400.png",,"Product Description Video Transmission System The latest update to DJI Lightbridge technology has an effective transmission distance of up to 4.6mi (7km)* and is capable of delivering both 1080p/720p video as well as FPV to pilot and camera op. Users can also switch between 2.4GHz and 5.8GHz** control frequencies to cut through noise for greater signal stability. *Unobstructed, free of interference, FCC compliant. **5.8GHz transmission is not available in some regions due to local regulations. Master and Slave Controllers New wireless HD image transmission technology sends video information from the master controller to the slave controller and the two controllers can be up to 100m apart without loss of image quality. Broadcast mode Broadcasters can broadcast direct from the Inspire 2 using its dedicated 1080i50 and 720p60 transmission signal. Aerial live-streaming direct to TV is as simple as connecting the Inspire 2 remote controller to the satellite truck.",
"PowerRay Wizard Underwater Drone, Just add water",Underwater Drones,R 26995,"https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-03-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-01-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-02-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-04-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-06-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-08-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/12/Wizard-09-600x600.jpg","PowerRay Wizard: Includes PowerRay, Transmitter, Base Station, PowerSeeker Fishfinder and Bait Drop Line, ZEISS VR ONE Plus Goggles. See & Record Underwater World from Boat 30m Depth Rating, 64m Tether 4K UHD Video, 1080p Real-Time Streaming 12MP Photos, 5-fps Burst Mode App for Viewing Images on iPhone/Android Wireless Transmitter for Remote Control ZEISS VR ONE Plus Goggles PowerSeeker Fishfinder & Bait Drop Line 64GB Memory Card, Batteries & Chargers Carrying Case with Wheels","Product Description Specifications: Drone Dimensions 465*270*126mm Weight ~3.8kg (In air) Operating Temperature 32℉~104℉（ 0℃~40℃） Depth Capacity 30m Max Cruise Speed 3Kn (1.5m/s) (Still water) Max Sailing Time 4h (still water, light use) 1.5h (still water, L speed mode cruise) 0.5h (still water, H speed mode racing) Charging Time <2.5h Thruster Configuration 3 thrusters (2 horizontal, 1 vertical) Flow Resistance 4.5mi/hr(2m/s) Battery 94.72Wh(14.8 6400mAh) LiPo Battery Cycle Time >100 Camera Lens FOV 95° (In air) F2.8 Sensor 1/2.3 inch CMOS, Effective pixels: 12M Image Size 12M: 4000*3000 4:3(default) 8M: 3840*2160 16:9 5M: 2560*1920 4:3 Video Resolution 4K： 3840×2160 25fps (default) 1440P：2560×1440 50fps FHD：1920×1080 30/60fps Auto /100/200/400/800/1600 ISO Auto / 100 / 200 / 400 / 800 / 1600 Burst Shooting 1/3/5 frames Storage 32G/64G",
Inspire 2 – CINESSD (120G),Inspire Accessories,R 6000,"https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-120G-1-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-120G-2-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-120G-3-600x400.png",4K 30fps CinemaDNG and Apple ProRes Support.,"Product Description DJI CINESSD uses an NVMe logical device interface specification, features four PCI Express [1] ports and supports FAT32/exFAT [2] file formats. It comes in both 120GB and 480GB. When using a 480GB CINESSD, the Inspire 2 can record videos at write speeds of up to 4.2Gbps, providing enough data to meet demanding filmmaking needs. [1] PCI Express 3.0 [2] Coming soon Estimated Recording time : CinemaDNG 4K 30fps: 7 minutes Apple ProRes 4444 XQ (no alpha) 4K 30fps: 8 minutes Apple ProRes 422 HQ 5.2K 30fps: 13 minutes Apple ProRes 422 HQ 4K 30fps: 18 minutes",
GoPro Hero 6 Black,GoPro Products,R 7500,"https://www.droneworld.co.za/wp-content/uploads/2018/01/1506617134000_img_874178-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/01/1506617134000_img_874182-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/01/1506617134000_img_874184-1-600x600.jpg","The all new GoPro HERO6 Black action camera lets you capture and relive your adventures like never before. Now featuring GoPro’s powerful GP1 chip inside the camera, which is described as having double the performance of the HERO5, the HERO6 Black can record at 60fps (60p) in 4K UHD, or 240fps (240p) in 1080p Full HD. Additionally, the new processor in the HERO 6 provides greatly improved image/video stabilization (Now available in 4K) and low light performance. Other new features and enhancements include H.265 HEVC/MPEG-H format recording, Global Tone Mapping (GTM) for videos, Touch Zoom, 5GHz band Wi-Fi for 3x faster media transfers, improved auto-exposure/white balance, and enhanced QuikStories.",Product Description,
Droneworld Lanyard,Phantom 3 Accessories,R 45,https://www.droneworld.co.za/wp-content/uploads/2016/01/Lanyard-600x500.jpg,,Product Description DRONE WORLD LANYARD,"Additional Information Special Feature New, Performance Enhancement Combo or Accessory Accessories"
Phantom 3 – 4K Gimbal Camera,Phantom 3 Accessories,R 4995,"https://www.droneworld.co.za/wp-content/uploads/2016/05/P3-Camera-with-gimbal-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/05/medium_phantom-3-professional-4k-cameralarge_3-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/05/medium_phantom-3-professional-4k-cameralarge_5-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/05/medium_phantom-3-professional-4k-cameralarge_15-600x400.jpg",4K Camera and Gimbal for your Phantom 3,Product Description Phantom 3 professional replacement Camera Gimble takes just one minute to replace,"Additional Information Special Feature 4K Video, New, Spare Parts Combo or Accessory Accessories"
Inspire 2 – CINESSD (480G),Inspire Accessories,R 18230,"https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-480G-1-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-480G-2-600x400.png, https://www.droneworld.co.za/wp-content/uploads/2016/11/CINESSD-480G-3-600x400.png",5.2K 30fps & 4K 60fps CinemaDNG and Apple ProRes Support,"Product Description DJI CINESSD uses an NVMe logical device interface specification, features four PCI Express [1] ports and supports FAT32/exFAT [2] file formats. It comes in both 120GB and 480GB. When using a 480GB CINESSD, the Inspire 2 can record videos at write speeds of up to 4.2Gbps, providing enough data to meet demanding filmmaking needs. [1] PCI Express 3.0 [2] Coming soon Estimated Recording time ： CinemaDNG 5.2K 30fps: 15 minutes CinemaDNG 4K 60fps: 17 minutes CinemaDNG 4K 30fps: 30 minutes Apple ProRes 4444 XQ (no alpha) 4K 30fps: 32 minutes Apple ProRes 422 HQ 5.2K 30fps: 51 minutes Apple ProRes 422 HQ 4K 30fps: 71 minutes",
Medium Sun Shield (iPAD Mini Size),Phantom 3 Accessories,R 50,"https://www.droneworld.co.za/wp-content/uploads/2016/01/ssm-45-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/ssm-front-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/ssm-side-600x500.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/01/ssm-back-600x500.jpg",For Ipad mini or similar sized tablets.,Product Description MEDIUM SUN SHIELD (SMALL IPAD OR SIMILAR),"Additional Information Special Feature New, Performance Enhancement Combo or Accessory Accessories"
"Head Cinema Display – Eachine Goggles Two, 1080 HD",Inspire Accessories,R 995,"https://www.droneworld.co.za/wp-content/uploads/2017/03/Goggles2-Front-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/03/Goggles-2-45-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/03/Goggles2-Side-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/03/Goggles-2-Top-600x400.jpg","Please note that that to connect to the remote you will also need an HDMI module, available under accessories. The new Goggles Two HD FPV Headset is packed full of features that every FPV enthusiast will enjoy. This headset was designed from the ground up with the FPV pilot in mind, with quality, performance and comfort at the forefront. The headset gently rests on the forehead/cheeks spreading the weight out evenly, which compared to many video goggles which rest on the bridge of the nose instead. Three straps securely hold the Goggles Two HD in place while at the same time blocking light coming in from the outside. The end result is a cinematic experience that is sure to impress. This headset is a great choice for FPV pilots that struggle to find a traditional FPV goggle that meets their Interpupillary distance (IPD). Instead of each eye having to look through separate optics, the new Goggles Two HD presents the pilot with one large screen.","Product Description Cinematic HD FPV Headset for Phantom 3Adv/Pro, Phantom 4, and Inspire 1 /Pro/Raw The new CINEMATIC HD FPV Headset is packed full of features that every DJI enthusiast (so that will be you then)will enjoy. This headset was designed from the ground up with the DJI pilot in mind, with quality, performance and comfort at the forefront. Specification:Specificaiton: Brand name: Eachine Item name: Goggles TWO FPV Goggles Frequency: 5.8GHz 40CH (Raceband) Highest resolution: 1920*1080 Input voltage: 7-13V Screen size: 5 Inches Field of View: 78 degrees Languages: English, German, Japanese, French and other languages Weight: 273g(without battery) Antenna connector: RP-SMA male Audio: Bulit-in audio output for connecting headphones Support: 5.8GHz analog Input or HDMI Input Support: brightness, contrast adjustment Operating temperature: -20℃ to 80℃ Dimensions: 25x20x19 (cm) Features: – Screen stability , not easy to black screen – The use of silicone sets, better protection for the skin is not easy to scratch – 5.8G diversity, can effectively enhance the receiving distance and stability – Motherboard cooling, will not produce too much noise – 5.8GHz support analog video input, HDMI high-definition video input -1920*1080p Highest resolution – Bulit-in 5.8G, 40 frequency auto search frequency receiver – Built-in audio volume headphone output(adjustable volume) – Built-in headset, HDMI jack – Support brightness adjustment Package Included: 1 x Goggles One FPV Goggles 1 x HDMI to USB Cable 1 x 7.2V Battery 1 x Battery charger cable 1 x User Manual An HDMI Output module will be required with this product if you are connect to the Phantom 3/4 remote[not needed for the Inspire remote]and also available from Droneworld.",
Inspire 2 – Carrying Case,Inspire Accessories,R 4210,"https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Carry-Case-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Carry-Case-2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/11/I2-Carry-Case-3-600x400.jpg",,"Product Description Designed for Inspire 2, this carrying case is made with an ABS shell for strength and lightness. On the inside, highly resilient EPP material absorbs impact and vibration. This case makes it easier to take the Inspire 2 and its accesories out for a shoot.",
Inspire 2 – Intelligent Flight Battery Charging Hub,Inspire Accessories,R 1760,https://www.droneworld.co.za/wp-content/uploads/2016/10/i-charging-hub-600x400.jpg,,Product Description The Inspire 2 Intelligent Flight Battery Charging Hub is designed for use with the Inspire 2 Battery Charger. It charges up to four Intelligent Flight Batteries simultaneously. The battery pair* with more stored power will be charged first. The Charging Hub will intelligently charge batteries in sequence according to battery power levels from high to low if batteries are not paired. Pairing can be carried out using the DJI GO app. The Micro-USB port is used for firmware updates. * Visit the Official DJI website and download the Inspire 2 User Manual for more information on how to pair batteries using the DJI GO app. Specifications Model: INSPIRE 2 CHARGING HUB (IN2CH) Compatible Battery Charger: Inspire 2 Battery Charger (IN1C180) Compatible Battery Model: TB50-4280mAh-22.8V Intelligent Flight Battery Operating Temperature: 41°to 104° F ( 5° to 40°C) Input voltage: 26.1V Input current: 6.9A Weight: 253g Charging Time (Two batteries): 90 minutes Charging Time: (Four batteries): 180 minutes,
GDU O2 Brand New Launch April 2018 Display Unit,GDU Drones,R 6995,"https://www.droneworld.co.za/wp-content/uploads/2017/10/GDU-O2-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/04/drone4-e1517245715660-600x600.jpg","Please note that this unit is a demo model that has been flown once in our office and kept on display for a few weeks. GDU O2 is designed for everyone, combining extreme portability, 4K camera with high resolution image capturing and 3 axis stable video capturing, advanced sensors and onboard computing capability and ease of use, to be the go-to option for your everyday drone.","Product Description Specs —————————————————————– Drone Dimension: 7.3*2.04*3.66 in Weight: With Battery 1.56 lb (With Battery 0.87 lb) Max. Horizontal Speed: 33.6 mph Max. Ascend Speed: 11.2 mph Max. Flight Altitude: 11482 ft Hovering Time: Without Prop. Guard 20 mins (With Prop. Guard 15 mins) Operating Temperature: 32℉ To 104℉ GPS Module: GPS and GLONASS Firmware Update: Update Through App RTH: Support Wind Resistance: 12mph Gimbal Design: 3-Axis Gimbal Pitch Range: -90° To 30° Yaw Range: -30° To 30° Roll Range: s-30° To 30° Camera Sensor: 1/3 Inch CMOS 13MP Lens: FOV 79.8°, equivalent focal length 25.5mm F2.2 Distortion: < 1.5% ISO Range: Auto 100-1600 Shutter Speed: Auto Max Photo Resolution: 4208*3120 Video Resolution: 4K: 3840*2160 @25/30fps 1080P: 1920*1080 @60/30fps 720P: 1280*720 @60/30fps Photo Format: JPG Video Format: MP4. Image Transmission Transmission Distance: 0.6 mi Transmission Resolution: WiFi Live View 720P @30fps Both models: App: IOS / Android Disconnect Recover Auto Recover Time: 3s After Disconnect Remote Controller Remote Frequency: 5.8 GHZ Control Distance: 0.6 mi Capacity: 1200 mAh Both models: Working Time: 1.5h Operating Temperature: 32℉ To 104℉ Working Voltage: 7.6V Connector Interface: Lightning, Micor-Usb, Type-C Build-In Memory 16 GB Format By App, PC Mobile App Control Control Distance: 260 ft Image Transmission: 720P/30fps App Function Obstacle Avoidance System: Yes Trace: Yes Circle: Yes Gesture Recognition V-Gesture: Photo; Palm: Video Smart Shot: Rocket, Dronie Burst Mode: Vertical, Dronie, Circle Digital Zooming Capture: 5 Times Zooming Time Lapse Video : Yes Slow Motion Video: Yes Sharing To Social (Wechat/QQ/Weibo/Facebook/Twitter) Charger Voltage: 13.05V Charge Time Intelligent Battery : < 2h Remote Battery : < 2h Charge Both Intelligent Battery + Remote Battery: < 2.5h Battery Voltage: 13.05V Battery Intelligent Battery : 4000 mAh Remote Battery: 1200 mAh Vision System Forward Vision System Obstacle Avoidansce System: Adjustable Within 2 ft to 50 ft Operating Environment: With Clear Texture And Adequate Lighting (lux>15, Common Room Light) Downward Vision System Vertical Precision Range: 1 ft to 42 ft Horizontal Precision Range: 1 ft to 42 ft Operating Environment: With Clear Texture And Adequate Lighting (lux>15, Common Room Light)",
